income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies
62229,70,13,26,0,5
0,92,34,39,1,2
67060,126,1,85,4,2
13663,97,1,66,0,2
0,63,5,79,0,1
0,99,21,35,1,4
97745,113,10,64,0,5
26026,116,1,76,1,1
72794,164,3,47,1,2
47730,91,12,52,0,2
0,122,27,2,0,1
0,72,6,67,0,8
0,70,20,81,0,9
97785,73,35,36,0,2
0,66,27,89,0,3
30817,88,25,43,0,1
64502,70,22,49,0,2
30335,87,17,42,0,1
21020,80,1,36,0,4
84574,70,13,75,0,2
0,84,26,37,0,1
0,93,28,3,0,8
11828,90,18,84,0,2
54889,63,32,94,0,1
89918,105,15,72,0,9
87002,110,27,30,0,2
55687,276,33,91,0,1
17103,87,24,29,0,2
0,70,17,20,5,1
28441,73,10,98,0,2
91212,69,9,92,0,6
66325,117,10,10,0,5
67895,101,25,27,4,1
29550,114,16,70,1,1
10275,97,10,8,0,1
61725,106,7,70,0,6
28215,65,15,26,0,3
10563,121,20,10,0,2
0,62,10,97,0,3
99722,61,6,48,0,2
16224,93,13,55,0,9
72096,64,24,92,0,5
63800,113,9,43,0,4
55687,276,33,91,0,1
0,89,6,49,1,3
0,61,8,91,0,1
29598,87,2,70,0,2
22907,180,13,86,2,1
22697,186,35,39,1,8
70174,64,18,80,0,7
85378,107,7,4,0,2
31477,94,22,77,0,3
66429,136,35,93,0,1
0,90,15,55,0,3
0,65,29,32,0,3
0,172,23,6,0,1
74217,100,35,3,0,6
46298,88,11,82,3,4
0,135,0,86,0,1
43860,65,15,58,0,1
0,69,11,5,0,2
48029,61,7,52,0,9
86830,123,18,5,0,3
0,77,29,21,0,2
40706,71,30,96,0,1
69231,65,19,7,0,9
0,132,13,33,0,2
0,105,5,87,0,3
16171,74,8,36,0,4
51397,61,20,61,0,1
83879,69,3,66,0,2
63267,92,22,31,0,8
44712,82,19,14,2,8
59311,69,8,38,0,9
81957,86,23,76,0,4
59601,67,28,2,0,6
71034,103,26,15,0,3
13103,72,21,32,0,7
20978,98,19,96,1,1
46503,215,4,21,1,1
61064,113,32,77,0,1
17572,110,0,35,0,1
99823,116,2,64,0,2
17453,118,12,70,1,9
55663,166,19,63,0,1
73196,66,0,93,1,1
58577,110,6,62,0,1
88055,71,11,37,0,6
0,80,17,96,0,5
80892,110,15,76,0,1
34990,65,23,73,0,1
37124,72,4,17,0,1
22236,62,3,45,0,4
97131,64,5,80,0,6
67760,74,19,19,0,3
0,69,13,74,0,1
0,62,6,44,1,2
37473,70,0,92,0,3
32314,68,17,77,0,2
49214,102,0,82,3,2
49851,69,27,85,1,2
27951,91,32,4,0,2
0,95,13,20,0,5
56410,117,13,73,0,3
22497,212,15,71,0,7
61347,106,27,66,0,2
37803,74,26,51,0,1
91276,105,14,4,0,4
30816,87,10,43,0,4
41968,67,11,96,0,1
35754,199,21,54,0,3
36706,71,4,45,0,1
48258,249,12,86,0,2
52965,134,6,77,3,4
0,84,25,44,0,1
0,65,8,5,0,1
62634,116,10,89,0,2
96917,61,24,2,0,2
76157,116,15,80,0,1
53219,117,24,36,0,1
81412,109,1,29,0,1
59744,105,1,79,0,2
38898,117,26,68,0,3
0,94,19,98,2,4
99961,66,6,54,2,1
30886,91,7,53,0,4
35984,128,7,68,3,1
0,125,27,97,4,1
0,181,13,16,0,1
0,139,4,35,0,2
60244,83,3,72,3,1
0,72,8,61,0,2
37553,187,34,7,0,2
0,73,24,47,0,3
60475,107,9,18,0,1
0,111,3,59,0,9
0,136,7,61,2,3
25545,69,19,49,0,9
24182,66,12,32,0,1
80979,84,32,27,2,3
0,62,8,20,0,7
0,74,20,3,0,2
29250,64,27,30,0,1
33566,63,25,56,1,4
65247,72,14,55,0,1
39650,86,18,8,0,6
0,101,1,83,4,1
82680,68,8,86,0,2
0,111,30,86,0,3
0,129,15,42,0,3
0,69,17,60,0,2
0,61,9,16,1,1
86834,64,2,93,0,8
46143,122,15,85,0,1
21275,240,3,58,0,2
47746,106,9,4,0,1
51675,196,11,86,0,5
85522,64,1,56,0,3
0,63,3,35,4,4
0,84,17,5,0,2
55632,123,35,98,0,7
0,93,24,25,0,2
0,78,32,37,0,5
69152,89,8,83,4,1
13476,67,3,30,2,2
0,105,2,84,0,5
33252,71,20,4,0,1
0,102,16,1,1,1
59456,189,11,7,0,8
88989,63,19,28,1,3
0,107,17,39,0,5
17034,113,11,40,0,6
88435,62,16,61,0,1
71445,70,6,95,2,1
72149,101,18,43,0,6
23376,78,19,18,0,1
44788,61,6,48,0,2
69379,103,14,79,0,1
38521,134,15,71,0,1
34482,67,4,6,0,2
0,68,35,35,0,1
37256,62,15,7,0,2
77311,181,18,36,0,2
39268,66,30,96,1,9
59644,79,15,94,0,1
0,68,2,33,0,2
23376,78,19,18,0,1
50854,73,15,72,0,2
35158,76,14,27,0,2
15413,106,4,67,0,1
17860,99,16,0,2,1
16181,181,22,79,0,8
91182,96,8,90,0,1
41154,72,6,7,1,8
18746,68,21,93,0,1
70277,80,23,4,0,1
0,66,23,38,0,4
24919,84,21,2,1,5
0,79,22,82,0,2
0,96,31,34,0,1
46370,68,28,86,1,1
89918,115,14,42,0,2
37138,85,4,13,0,1
19683,117,17,41,1,9
32214,100,5,6,0,2
26472,74,22,31,0,1
39841,72,9,40,0,5
51085,62,4,58,1,1
61006,74,6,99,0,9
34148,109,27,30,0,2
95697,61,16,55,0,1
75685,73,35,47,0,1
20870,72,20,90,0,2
66900,68,15,20,0,1
0,106,22,51,1,8
37043,68,25,89,3,1
42837,106,15,39,0,1
33305,62,3,12,0,5
0,103,8,35,0,1
24823,69,23,66,0,1
98192,84,2,64,1,2
88249,108,9,71,0,2
54585,71,33,39,1,3
39770,117,11,37,0,3
85367,85,27,20,0,1
74809,61,7,35,0,3
50144,114,0,35,0,2
20075,79,7,2,1,1
76448,63,9,13,0,3
59556,113,11,86,0,1
14174,72,1,62,0,8
35230,61,27,2,1,2
0,91,33,38,0,2
0,73,18,45,0,5
0,114,2,45,0,7
51352,66,21,87,3,2
76675,72,5,38,0,9
0,68,6,94,0,2
0,72,27,21,2,2
94242,71,35,7,1,2
0,113,4,92,0,2
71153,122,1,94,0,1
63326,225,5,99,0,1
29629,71,21,51,4,5
0,69,0,32,0,7
23726,74,1,83,0,9
48999,86,6,65,3,2
13037,124,28,49,0,1
24245,63,0,22,0,2
44047,137,12,38,0,1
91942,117,34,61,0,3
37640,67,25,74,0,4
77058,63,16,42,0,2
0,73,29,38,0,1
63755,62,28,40,0,2
37384,99,9,17,0,1
42557,65,4,35,0,1
45473,76,10,29,0,2
10743,70,12,64,2,8
0,113,5,90,0,2
0,61,16,29,0,1
0,64,27,32,3,5
75644,65,5,68,3,9
63455,61,26,71,0,1
73782,76,11,97,0,1
80590,71,4,19,0,1
59797,127,4,50,0,2
48567,130,12,15,0,1
62470,66,34,84,0,4
57338,66,9,85,0,3
63288,199,12,92,0,5
55281,192,22,68,1,1
22985,77,4,65,0,1
39608,78,14,15,1,7
99189,117,27,27,0,3
0,112,27,46,0,4
0,92,7,89,0,2
58089,118,31,83,0,1
81350,110,1,28,0,9
0,65,2,73,0,8
43704,201,29,67,0,2
75497,100,5,72,0,3
40372,85,15,17,0,4
17489,85,31,28,0,1
86277,74,19,33,0,3
0,63,3,5,0,6
0,74,14,38,0,2
49078,97,10,3,0,2
81082,73,5,85,0,4
0,116,20,9,2,6
40635,102,4,45,0,6
26351,119,14,87,0,7
0,80,15,83,0,1
42836,89,32,99,0,1
40175,102,34,78,1,1
62873,81,0,41,0,1
0,74,24,98,0,5
50985,71,7,31,0,1
0,116,6,28,0,2
42803,245,21,56,0,2
0,69,34,13,1,1
35970,98,29,81,0,1
44537,106,13,42,0,1
13528,86,21,35,0,3
14030,72,11,3,0,1
0,64,0,56,0,3
33190,106,18,95,0,2
0,100,1,25,0,4
21033,118,5,22,0,8
26285,84,7,1,0,1
0,74,29,52,0,8
73245,68,33,48,0,2
0,119,5,31,0,3
0,61,32,42,0,3
74365,193,11,85,0,1
30821,97,27,59,0,1
69844,68,5,9,0,1
0,124,15,86,0,8
55836,73,8,87,0,7
40352,77,31,33,0,3
14985,116,12,45,0,1
27458,131,18,62,1,3
56343,295,11,69,0,2
12780,111,17,53,2,6
68558,131,16,11,0,1
47747,111,31,76,0,1
16113,81,27,19,0,2
0,79,6,55,0,1
39626,69,23,0,0,3
49304,65,28,48,0,1
27972,61,7,38,0,1
27568,68,0,62,0,3
25905,63,21,12,0,1
21442,108,16,83,0,2
34516,113,12,70,3,1
0,68,11,90,0,4
28354,118,33,20,0,1
0,72,22,58,0,5
37722,116,8,23,0,8
32021,70,12,58,0,2
13393,73,31,11,0,1
13624,117,4,11,0,2
27800,67,9,78,0,1
58419,191,29,6,0,1
50407,92,30,67,0,2
0,84,0,76,0,4
77603,114,10,83,0,8
75606,119,6,97,0,7
41458,98,6,67,0,3
0,74,6,61,0,1
0,82,13,87,0,7
70619,187,2,84,0,3
41273,77,16,19,0,1
46946,70,10,37,0,9
0,113,10,97,0,9
99180,106,15,20,0,3
55350,67,0,13,0,9
28215,65,15,26,0,3
75425,116,25,88,1,2
63583,83,15,8,0,1
0,66,27,28,0,3
37995,139,16,50,0,1
37125,63,29,78,0,1
53357,73,4,77,0,1
70140,199,25,15,0,7
52380,186,27,76,2,1
79292,67,18,58,0,1
0,92,31,24,1,1
0,123,14,97,0,1
75425,123,3,49,0,6
20992,64,21,73,0,1
57428,85,34,40,1,1
92606,109,26,75,0,3
86001,109,4,27,1,1
79751,63,15,67,0,1
68654,71,32,21,2,9
0,61,7,71,3,9
92629,72,22,1,3,1
54094,112,9,51,0,4
95419,70,6,61,3,2
66466,71,20,35,0,2
68131,130,22,27,0,1
56481,106,7,17,0,3
70082,119,17,23,0,1
51437,115,35,30,0,2
0,73,6,97,0,9
27972,90,13,7,0,8
24930,76,7,16,0,2
26245,110,6,43,0,1
57883,69,4,0,0,9
0,64,20,4,0,1
58828,68,13,98,0,1
51906,73,29,78,0,1
28095,82,18,2,0,8
88723,74,12,94,0,8
53078,79,29,81,2,8
88895,106,0,87,0,8
60078,127,23,60,0,3
0,67,26,4,0,3
45820,71,4,89,0,8
0,73,12,84,0,1
12439,115,22,78,0,2
25998,71,16,38,0,2
98451,62,19,57,0,3
23803,72,11,90,0,1
0,124,12,58,0,2
26100,67,6,29,0,1
0,73,8,63,0,1
0,67,10,38,0,9
65252,78,27,75,0,9
48567,130,12,15,0,1
34337,113,20,44,0,9
20394,115,28,84,0,1
0,76,20,17,0,6
0,61,17,1,1,7
31617,62,17,29,1,1
0,62,31,30,1,2
21104,66,34,74,0,1
37748,181,21,22,2,2
0,96,19,30,0,1
25023,82,31,38,0,2
0,62,22,57,0,9
14108,109,27,88,0,1
23923,82,29,61,1,2
0,67,1,19,0,1
22705,239,19,59,0,7
0,89,10,83,0,1
0,69,31,89,0,5
50825,102,3,46,0,3
14616,106,16,23,0,1
0,69,5,74,0,1
29504,125,16,29,0,9
58789,111,4,69,0,3
29491,61,26,62,0,2
78077,107,11,47,2,6
0,96,2,53,0,1
76558,74,2,45,0,2
78618,66,7,56,0,1
82664,114,24,10,3,9
23053,132,5,97,0,8
50250,117,3,93,0,1
32169,199,0,74,0,1
0,80,28,97,0,1
99069,66,7,28,0,2
20978,98,19,96,1,1
17576,71,29,70,0,1
42297,71,29,62,0,1
0,115,0,3,0,3
0,63,21,23,0,7
0,110,22,72,0,9
48990,74,3,20,0,2
16916,64,31,31,0,2
18375,103,8,50,0,1
17150,65,28,19,0,2
23815,73,4,47,0,2
21947,118,30,76,0,9
0,97,4,11,0,4
89451,63,11,2,0,1
79325,68,4,31,0,4
88454,101,8,89,0,1
0,87,2,41,0,3
20943,69,0,86,0,1
51972,66,19,22,0,2
54408,79,29,17,0,4
23751,82,4,9,1,7
37612,64,0,32,0,1
91603,69,4,92,2,3
0,62,12,53,0,3
16450,128,6,81,0,1
50864,83,18,86,1,4
74560,110,31,20,0,2
62488,62,35,47,2,1
55837,117,16,35,0,9
0,66,12,71,0,1
97742,67,33,57,0,5
0,69,13,75,0,1
64125,108,3,44,0,3
0,62,22,39,0,6
70412,61,27,12,0,3
0,70,13,8,0,3
66267,111,23,95,0,3
0,82,14,23,0,6
40882,89,6,17,0,2
34498,83,30,72,0,7
0,74,0,52,0,1
23228,64,4,0,1,6
40864,109,16,70,1,1
46133,73,7,78,0,5
46900,66,13,59,0,1
0,92,1,17,0,6
53390,64,13,41,0,5
99185,115,8,19,0,3
62815,80,14,84,0,1
26277,61,17,30,0,4
41854,110,17,44,0,8
0,86,4,56,0,8
66627,85,32,55,0,8
12131,64,32,60,1,1
0,110,4,61,0,1
0,90,4,18,0,5
33317,72,18,31,1,3
68931,66,32,30,0,7
0,67,6,60,1,1
19189,108,21,9,0,3
49390,195,31,15,0,1
33124,67,35,7,0,1
40516,70,21,31,0,1
0,112,12,93,0,3
34615,87,6,73,0,7
29894,72,9,69,4,3
0,79,32,2,0,3
0,84,32,96,0,4
86732,180,0,95,0,1
68516,216,17,0,0,1
31562,115,14,6,0,3
0,74,33,92,0,4
24477,79,15,32,0,3
0,100,31,80,0,1
20046,87,15,59,0,3
78152,114,18,35,0,1
0,65,7,47,0,2
36067,117,30,78,0,3
44362,66,15,75,0,2
77350,66,11,4,0,1
86641,71,17,79,0,6
72258,105,8,50,0,4
70737,114,25,12,0,4
0,159,19,75,0,2
0,125,7,99,0,3
0,81,10,80,3,3
17672,110,28,16,0,1
0,173,24,21,0,2
47297,115,10,46,4,4
57240,83,18,79,0,7
28181,109,32,41,0,3
31275,66,26,0,0,3
0,182,24,45,0,1
63774,111,18,63,0,1
78441,103,6,73,0,2
0,104,19,65,2,1
0,76,0,91,0,2
0,117,0,65,0,4
91423,109,3,71,1,5
86933,63,3,64,0,1
65255,72,3,65,2,3
41533,65,2,46,0,9
50097,71,25,81,0,5
73858,72,8,59,3,1
94943,69,3,22,0,1
72685,68,20,97,5,1
60184,199,7,44,1,1
0,106,29,38,0,1
74045,64,23,83,0,1
52564,122,33,28,0,2
19098,87,35,3,0,1
78784,80,33,72,0,1
0,65,10,10,0,2
29256,63,33,41,0,5
77912,71,2,21,1,3
45345,72,28,86,0,3
25630,86,8,63,0,1
22280,68,10,48,0,3
0,69,31,25,0,7
61567,65,35,78,0,1
34644,66,7,36,0,2
26991,119,34,65,0,1
49746,61,5,88,0,1
0,72,8,61,1,2
49625,66,29,9,0,1
49308,65,7,97,0,1
63624,95,10,5,0,5
80358,116,19,2,0,1
38460,88,15,1,1,1
0,64,22,22,0,4
0,101,10,48,0,2
0,92,3,9,0,1
34835,89,1,45,2,9
93836,139,1,19,0,2
34075,196,8,87,0,1
35624,66,6,55,2,2
83218,72,6,42,0,1
24641,105,12,82,0,1
22828,106,11,54,0,2
0,71,22,25,0,1
28729,90,26,19,3,1
72731,65,10,7,0,1
59932,71,16,77,1,3
54292,67,4,26,0,2
0,194,0,22,0,2
0,63,22,7,3,1
59414,91,23,21,0,3
96587,138,31,99,0,1
0,111,15,12,0,2
0,133,0,59,0,2
94362,74,21,96,0,1
84488,61,33,71,0,2
65085,103,20,55,0,1
0,72,35,86,0,2
0,69,32,21,0,2
0,67,4,44,0,1
0,62,1,73,0,3
60798,66,21,57,0,1
30761,69,16,16,2,2
25981,65,33,38,0,1
67739,149,4,76,0,2
25581,105,9,21,0,1
99759,65,12,25,3,2
76514,112,19,0,0,3
18375,103,8,50,0,1
21832,84,29,39,0,3
0,117,25,43,0,2
95330,113,1,1,0,3
0,106,21,25,0,9
0,68,31,69,2,2
25899,63,20,36,0,1
0,74,13,30,0,4
33201,66,9,56,0,1
18287,61,6,56,4,1
76506,89,35,65,0,8
41859,76,18,58,0,5
27504,91,26,45,0,2
45360,73,16,71,0,1
49078,97,10,3,0,2
0,90,16,66,2,6
91810,71,27,43,0,1
70600,122,26,5,1,2
33554,131,25,36,0,1
77642,64,20,14,0,2
25963,66,11,35,0,9
57452,136,25,10,1,1
0,77,15,89,0,1
91416,69,4,39,0,5
22000,69,27,36,0,1
41167,118,16,4,0,1
0,70,18,23,0,2
0,86,8,37,0,1
53944,71,13,20,0,2
75648,108,28,10,0,1
29414,64,2,32,0,3
48567,130,12,15,0,1
69276,74,14,22,2,8
0,96,6,60,0,1
50117,107,13,98,0,4
22828,106,11,54,0,2
0,96,0,38,0,3
0,136,7,34,0,3
20868,112,14,11,0,1
40921,62,0,50,2,1
99654,121,13,95,0,3
0,110,16,17,0,5
56218,72,17,74,2,1
70717,72,20,89,0,5
62989,71,3,18,1,2
41459,71,8,4,0,2
0,102,20,7,1,2
42512,105,15,72,1,1
0,61,5,90,0,1
83288,124,18,70,0,1
46267,72,4,73,0,1
0,122,15,47,0,9
74424,81,26,74,0,9
0,72,15,70,0,2
58883,62,1,47,0,2
41539,116,11,35,0,3
33881,68,11,83,0,9
86448,90,25,79,0,6
25237,69,23,52,0,9
0,67,10,75,0,7
49419,77,3,34,0,4
90414,83,7,49,1,6
39930,86,22,64,1,2
23202,96,29,59,0,2
79487,114,20,87,0,1
68423,85,14,81,0,7
84495,63,15,61,0,1
43091,69,2,36,1,6
41951,91,30,56,0,7
89834,105,17,14,0,3
92157,69,19,33,0,1
35773,93,25,89,0,2
0,99,16,20,0,1
15850,61,28,14,0,2
11167,73,0,99,3,1
21195,72,23,10,0,9
27430,68,25,12,0,4
0,63,21,78,0,7
0,119,9,8,0,3
59839,107,8,52,2,8
0,73,13,33,0,1
38166,67,25,5,1,1
0,95,14,78,0,9
13457,94,31,28,0,1
0,68,10,53,0,2
52721,136,34,29,0,1
22012,185,5,69,0,5
19864,63,22,96,0,1
55289,67,10,71,0,3
30449,92,23,47,0,3
27362,144,23,28,0,8
29460,72,3,18,0,5
0,94,23,34,0,2
42532,118,13,32,0,1
66707,61,19,24,0,8
68041,64,10,47,0,1
0,65,8,91,0,1
0,64,26,11,1,7
40968,97,29,53,1,1
39913,106,16,61,0,1
31710,62,5,29,0,1
0,73,35,52,3,5
89113,78,18,68,0,8
0,122,27,2,0,1
0,67,30,13,0,1
38688,249,22,6,0,3
0,110,19,87,4,3
0,127,18,97,0,2
28014,104,14,37,0,2
14170,109,9,10,0,1
64825,129,1,78,0,4
77357,67,24,38,0,8
21629,62,19,54,0,1
25927,103,6,20,0,1
44388,113,10,74,1,1
54539,63,5,74,0,2
17576,71,29,70,0,1
84629,90,19,17,0,5
24964,185,0,84,0,2
43573,66,30,64,0,5
0,69,24,99,0,2
0,105,7,91,0,2
35011,70,7,91,0,8
63651,92,19,10,0,3
83846,74,22,94,3,2
0,191,2,70,0,1
39133,67,25,26,0,3
31278,92,24,95,4,1
0,63,4,52,0,2
44788,61,6,48,0,2
0,117,26,33,0,2
62447,74,9,2,0,7
31475,64,6,3,1,3
80780,109,26,11,0,3
88613,111,5,59,0,1
45949,62,0,70,0,1
35596,64,11,92,0,3
76875,73,21,4,0,9
41842,61,1,14,0,1
28884,72,27,9,1,3
24631,83,25,87,1,2
0,74,24,54,2,2
71560,69,14,46,0,5
0,80,8,71,0,2
72421,65,8,23,0,1
54702,199,5,42,0,1
0,76,4,43,5,2
57335,67,22,18,0,2
0,67,9,20,3,2
35033,87,26,53,0,1
65733,113,13,6,0,3
0,69,30,44,0,3
0,88,3,64,0,2
16181,181,22,79,0,8
86180,69,11,43,4,2
36881,104,5,25,0,3
47888,64,23,16,1,1
21986,63,1,9,0,1
47199,100,3,65,3,1
0,69,30,69,0,9
86305,62,1,99,0,5
39062,61,2,20,0,1
16976,69,23,54,0,1
0,65,29,35,2,2
83283,193,11,46,1,3
41972,86,20,23,0,1
34080,107,11,48,1,1
0,73,35,52,3,5
40269,81,0,71,2,2
61894,91,3,21,0,1
23300,63,3,35,1,4
66023,70,11,94,0,1
39660,107,3,46,0,1
0,76,4,51,1,2
60466,117,14,3,0,1
32848,74,2,59,0,5
20662,72,10,99,0,2
64985,108,23,94,0,2
68022,103,3,26,0,3
72834,65,12,81,3,1
74592,67,9,30,0,1
73938,76,34,48,0,1
15999,83,2,43,0,2
0,69,12,89,0,8
0,96,11,55,0,5
0,72,0,93,3,1
0,80,9,96,0,1
62375,103,35,71,1,3
61427,88,24,12,0,2
64396,103,2,46,0,2
49312,65,30,55,1,4
0,61,35,71,0,2
28513,100,4,22,1,2
0,108,23,55,0,2
97321,110,35,46,0,1
58839,65,4,65,3,2
0,72,4,14,0,1
88567,67,9,89,0,9
91646,74,12,10,0,1
0,211,31,52,0,5
48552,94,5,54,0,9
31485,118,17,79,0,6
0,64,6,47,0,8
16511,135,35,4,0,5
51020,73,16,88,0,1
43838,97,11,37,0,7
0,133,11,30,0,7
22454,110,5,75,2,3
57933,105,10,64,0,1
0,124,7,2,3,6
26335,113,32,7,1,2
85322,134,32,55,0,2
37843,92,2,17,0,1
0,67,11,26,0,1
74730,61,18,84,0,6
0,94,27,52,1,1
0,64,2,80,0,1
28432,118,1,59,0,2
71210,214,8,89,1,2
19581,67,2,94,0,1
0,80,12,14,0,1
56005,68,31,30,1,3
0,80,10,11,0,2
23671,69,32,45,0,2
22244,84,6,59,0,9
0,66,17,29,0,3
75329,67,15,17,0,1
0,108,2,55,1,1
44369,68,13,22,0,8
37910,108,7,9,0,7
0,71,25,30,0,1
40864,109,16,70,1,1
94846,73,15,68,0,7
96306,95,12,17,1,6
53519,111,7,37,0,1
50648,69,27,50,1,9
64692,70,17,80,0,2
0,100,9,75,0,2
0,187,22,97,1,2
0,109,2,86,0,1
49311,74,25,85,0,3
71126,71,11,72,0,1
74284,74,27,5,0,3
41402,119,26,26,4,1
79619,71,3,34,3,6
25147,101,7,54,0,1
56379,125,0,59,1,8
0,96,35,27,0,6
48911,61,15,6,0,1
29723,80,8,79,0,2
21841,91,33,47,0,7
31796,68,27,16,0,1
0,105,0,16,0,4
48567,130,12,15,0,1
66161,118,19,86,0,1
79751,63,15,67,0,1
39469,71,1,29,0,4
44305,67,33,39,0,9
0,68,4,17,0,9
38893,69,12,60,0,1
39187,118,32,43,1,1
70341,179,11,43,0,3
0,64,9,95,0,1
0,73,11,95,0,3
30090,73,10,3,0,2
49673,232,27,57,0,7
0,66,31,14,0,1
0,70,29,93,0,2
50332,72,2,11,0,1
70190,71,20,22,0,3
38179,90,12,91,1,3
0,115,18,30,1,1
25859,74,0,44,0,2
36529,118,6,41,0,1
67588,118,0,58,0,2
0,121,30,85,0,1
81565,71,19,54,0,1
35322,244,4,33,0,5
43671,67,6,67,0,3
58682,61,24,34,0,4
44230,114,2,45,0,1
40269,193,32,27,0,3
31756,66,34,44,0,8
47725,63,10,66,0,2
38684,74,1,22,0,6
36301,118,11,85,0,2
0,67,18,44,0,3
22268,67,12,70,0,8
50037,81,24,91,0,6
0,104,30,88,0,1
75740,98,8,42,0,3
39621,109,4,23,1,1
75838,90,6,64,0,6
11885,101,18,39,0,2
29444,63,5,84,0,1
64371,181,4,50,0,1
26514,91,16,58,0,3
92766,71,17,15,0,2
31504,71,8,27,0,3
98680,72,27,38,2,1
0,113,12,66,2,7
76927,138,2,46,0,1
78804,71,35,93,0,2
73168,70,21,50,0,3
48569,114,0,14,0,1
84768,72,6,31,0,1
0,86,7,31,0,1
57693,76,16,56,0,3
0,65,18,48,0,1
46593,70,3,81,0,2
0,146,7,50,0,2
67163,61,17,41,2,5
89205,68,28,86,0,6
0,138,23,76,0,1
65448,94,28,66,0,2
77627,88,14,38,0,2
37695,96,17,3,0,3
89411,78,14,99,0,4
0,114,27,39,0,4
10337,67,16,56,0,2
10621,67,28,22,0,5
16711,91,29,50,1,1
0,106,0,44,0,7
42968,69,15,85,0,1
16181,181,22,79,0,8
85412,88,33,92,0,3
75774,92,30,55,1,1
26599,101,24,83,0,1
34847,73,26,24,0,7
0,115,13,43,0,4
85896,70,28,27,0,3
0,66,8,11,0,2
43775,70,3,42,0,1
0,67,11,6,0,2
42056,78,21,2,0,1
13093,100,30,73,0,1
98278,85,26,60,0,1
44605,91,3,45,0,7
32365,67,28,78,0,3
82255,71,29,59,0,5
0,62,11,48,0,1
0,88,3,99,0,6
65903,66,4,98,0,2
11417,63,25,57,0,6
0,96,15,73,0,2
0,67,20,29,2,2
69704,72,25,92,0,2
20101,96,28,44,0,1
24383,69,4,78,2,4
22139,100,34,31,0,2
88708,112,6,71,0,9
11828,90,18,84,0,2
0,80,2,49,1,1
73168,70,21,50,0,3
0,71,10,22,0,1
0,182,8,70,0,2
76646,65,3,30,0,9
19683,117,17,41,1,9
0,71,16,30,1,2
0,124,13,70,0,2
35693,103,8,63,0,2
0,65,7,67,0,7
0,136,13,28,0,4
24123,104,7,61,0,1
85654,116,5,55,0,4
0,125,6,61,0,2
71210,214,8,89,1,2
84822,76,5,13,0,5
36650,69,2,70,1,1
0,90,8,33,0,1
28025,87,28,94,0,2
52113,97,14,85,0,6
37675,104,23,18,0,2
37595,70,2,22,0,9
41396,70,7,7,0,3
77512,104,2,5,0,6
35334,65,29,31,0,4
0,104,13,20,0,3
40870,105,3,56,0,2
53907,71,1,52,0,9
77609,111,26,75,0,1
0,70,15,44,0,2
87462,61,0,79,1,1
99494,83,11,65,0,3
42585,69,16,44,0,1
58842,110,6,74,0,1
37384,99,9,17,0,1
92717,70,24,19,0,2
0,72,33,6,2,1
75264,78,24,92,0,2
0,101,19,11,1,8
0,105,16,16,0,2
31532,79,1,26,0,1
52583,113,12,59,0,7
62477,183,7,75,0,2
26023,72,26,33,1,2
28666,64,23,81,0,8
21004,62,27,20,0,3
45430,81,21,37,0,8
37511,185,14,93,2,1
28719,110,0,17,0,1
49833,69,5,74,0,7
67431,136,28,17,1,1
23376,78,19,18,0,1
20455,84,14,40,2,2
62473,185,25,29,0,1
35289,65,34,94,0,3
73478,68,2,38,0,1
30584,68,10,37,0,2
88340,102,16,1,0,2
49532,79,16,9,1,1
0,154,26,85,0,1
43982,126,20,68,1,2
68906,187,12,61,0,2
64008,85,9,66,5,5
87421,99,21,6,0,6
0,102,28,11,0,1
62076,71,25,82,0,2
26746,66,20,41,0,1
91580,73,14,52,0,2
64403,198,11,86,0,2
51425,119,32,66,0,3
44162,71,27,16,0,7
67128,105,33,90,0,4
30383,119,32,25,0,1
93721,80,22,62,0,6
79867,74,25,76,1,1
39393,121,11,61,0,2
0,81,12,59,0,2
0,122,27,2,0,1
43916,68,10,59,2,2
33282,100,24,66,1,1
33032,86,33,77,1,2
25259,87,18,8,0,9
19637,67,34,30,0,1
94903,94,3,38,0,1
39794,133,0,7,0,2
42433,85,28,47,0,5
22044,65,35,70,0,2
32312,61,29,31,3,2
0,97,28,29,0,1
72919,130,20,22,5,1
0,86,6,57,2,2
0,68,19,2,3,2
76357,117,18,96,1,1
57709,125,10,26,0,1
26802,66,7,43,1,5
26448,105,7,42,0,3
62262,72,17,2,0,2
98784,124,7,36,1,1
28727,113,7,42,0,2
50406,70,20,23,0,9
41832,66,19,15,0,2
0,73,18,45,0,5
0,138,22,18,0,1
0,97,22,5,0,3
40032,99,18,35,0,8
95701,98,24,8,3,3
0,108,25,82,1,4
0,66,31,54,1,2
62530,95,35,28,0,1
0,106,8,65,0,1
24414,104,34,80,0,2
82695,62,10,39,0,1
48156,143,9,20,0,1
74069,63,33,81,2,2
82664,114,24,10,3,9
0,80,13,57,1,4
51737,71,13,55,0,6
76797,71,22,2,0,2
61225,117,3,0,0,2
80915,70,17,66,0,1
12688,140,5,96,0,3
27681,83,13,62,0,9
27778,109,30,14,0,2
95697,61,16,55,0,1
44634,71,16,99,1,9
37050,110,4,75,1,2
56872,69,20,99,0,9
0,82,12,40,0,6
0,68,5,72,1,3
69488,68,13,25,3,3
0,62,25,98,0,3
23589,211,30,13,0,6
0,107,3,65,0,3
95782,68,6,22,1,1
24992,106,24,8,0,3
